"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",20,65,67,24,45,12,25,14,51,39,67,33,15,39,37,32,53,19,25,31,36,69,23,40,36,15,51,37,51,25,46,49,28,44,27,22,21,49,50,57,41,24,65,68,11,13,19,21,58,70,65,25,56,50,41,55,68,28,47,56,12,68,42,41,21,32,40,52,58,27,33,56,25,43,50,30,50,65,69,40,44,51,11,65,46,53,55,42,28,30,50,22,47,42,14,54,10,31,51,25,57,12,48,49,69,21,56,13,14,34,13,22,61,41,50,69,65,62,32,38,59,62,40,33,45,44,35,54,39,67,60,30,63,40,57,64,69,64,56,50,20,35,50,31,12,13,49,11,16,41,55,60,62,16,62,28,22,67,55,21,41,40,64,16,15,27,35,63,62,49,31,38,40,41,11,11,18,27,50,62,10,46,45,10,31,40,54,55,56,54,30,17,35,16,15,40,68,47,13,53,49,50,67,34,16,61,38,11,39,39,15,48,67,24,39,26,44,44,44,22,60,36,43,41,61,59,68,30,43,62,29,62,55,13,17,55,56,32,34,19,26,39,12,47,35,15,20,66,52,22,14,24,64,25,69,13,47,27,67,46,17,28,33,35,32,56,64,55,21,47,61,58,54,31,50,27,65,21,44,58,14,63,21,56,37,23,55,50,31,41,28,47,56,19,12,57,29,30,36,20,53,14,35,24,27,51,53,15,20,18,45,51,69,33,16,25,10,45,69,35,23,35,14,37,29,55,22,59,52,26,45,40,24,54,50,20,43,56,63,44,24,38,27,35,65,40,13,65,19,64,52,59,11,38,27,66,22,31,67,50,42,36,36,46,35,14,22,40,63,50,50,17,41,42,46,52,32,20,62,35,41,54,40,56,50,19,41,51,30,15,62,13,25,42,22,61,55,47,56,49,29,37,12,25,26,18,54,56,41,41,45,20,19,22,50,41,38,56,36,61,48,25,59,28,20,59,28,37,17,31,14,38,45,50,51,68,34,49,30,38,69,36,45,24,24,25,32,35,59,48,47,52,39,31,54,38,27,50,35,43,63,15,18,39,38,55,41,53,25,15,64,57,25,30,45,26,34,48,29,10,63,31,19,17,68,16,37,44,53,65,60,66,19,12,36,51,51,67,16,10
"2",13,49,35,54,26,41,43,37,48,13,32,45,39,50,54,57,57,66,16,38,67,46,12,49,27,67,45,32,55,60,50,66,54,49,48,38,44,51,30,42,38,58,29,54,55,43,24,28,18,13,43,29,65,44,30,62,52,61,61,70,58,65,38,61,40,30,48,66,58,17,61,28,57,42,46,37,28,39,59,23,13,50,36,39,13,70,49,49,12,69,14,41,55,48,28,51,65,52,34,17,50,50,44,64,40,61,41,16,62,66,60,30,22,33,12,26,50,60,21,37,68,40,41,24,36,34,28,68,29,29,16,43,62,58,45,63,21,57,22,68,68,34,21,59,50,53,19,38,66,20,57,59,17,32,27,26,38,10,14,11,64,44,24,61,42,34,24,49,35,38,59,65,37,57,60,15,48,42,16,34,47,56,27,55,27,68,41,66,31,46,70,24,43,63,34,65,29,50,49,61,54,24,46,68,49,61,41,36,36,68,66,61,42,55,14,42,14,17,28,56,32,40,63,29,69,11,13,21,42,15,39,25,17,22,38,30,16,12,47,13,25,67,65,10,12,58,49,21,70,14,64,27,28,38,67,46,41,68,62,27,25,60,51,66,34,70,35,44,10,24,27,57,56,30,67,50,51,70,35,60,30,62,57,44,47,25,69,15,65,62,29,45,57,54,24,15,63,35,63,50,27,27,31,38,70,67,70,32,64,13,32,60,49,21,12,37,35,22,61,20,45,45,45,31,38,66,18,50,48,54,24,18,54,35,48,50,38,48,40,40,36,50,47,39,54,54,54,42,22,33,41,43,58,52,31,51,37,30,50,17,68,55,13,54,19,46,68,43,37,15,52,63,60,69,45,23,70,65,20,17,33,48,11,40,31,64,39,36,63,28,19,36,48,37,16,58,21,34,47,26,19,45,57,24,33,39,16,40,12,42,55,37,12,23,68,65,56,36,27,42,45,18,43,27,65,45,17,24,24,60,61,22,52,20,61,57,45,51,48,64,40,28,67,47,21,35,18,43,31,21,37,32,60,10,47,64,62,45,66,12,40,38,60,29,47,69,34,41,64,61,56,51,18,12,37,24,12,46,50,65,15,39,41,20,35,47,63,24,63,43,62,32,63,36,28,37,40,12,17,55
"3",46,35,49,45,11,64,37,36,42,16,44,50,68,39,23,42,38,42,22,63,33,26,51,58,58,13,18,20,27,58,29,28,18,59,24,31,28,55,37,15,38,45,59,45,67,24,67,29,68,53,46,20,37,53,28,68,32,57,63,43,42,22,11,20,38,69,54,70,21,43,13,66,22,49,52,52,30,10,46,26,63,21,66,11,62,29,30,33,32,30,37,69,38,42,20,22,34,25,36,62,55,34,56,32,59,17,37,48,66,65,51,47,23,53,64,16,69,25,56,62,14,66,14,11,52,52,64,64,16,58,40,65,61,42,12,11,58,66,13,34,32,10,25,30,63,66,54,66,62,50,28,43,13,41,31,34,29,37,19,26,58,33,27,44,27,34,66,65,41,14,64,38,63,46,33,32,30,69,63,54,68,26,12,28,55,42,46,32,43,48,47,39,57,51,40,14,23,34,53,38,43,36,39,20,11,12,59,53,13,41,65,14,33,38,55,43,55,63,37,22,35,67,55,36,42,55,43,49,35,23,12,33,38,58,67,39,18,21,15,46,34,62,30,29,44,39,44,35,25,42,49,40,31,16,32,52,46,24,15,34,26,18,56,21,19,43,50,51,25,57,48,52,40,34,16,48,11,48,36,42,29,20,11,32,53,13,70,39,24,65,66,32,46,60,36,27,68,39,17,34,24,38,57,16,46,21,22,15,17,29,20,42,41,49,27,25,68,30,22,16,45,21,52,20,40,12,16,31,37,42,66,64,25,33,46,34,56,35,16,38,55,45,53,59,53,30,25,10,22,50,59,28,22,35,56,54,46,69,33,31,33,62,45,66,57,68,43,21,40,11,39,61,40,66,11,69,36,41,31,27,31,59,20,63,25,49,44,27,60,24,23,42,52,68,26,26,21,47,17,45,26,23,40,17,24,19,52,59,43,66,23,51,18,45,63,58,47,37,29,62,20,58,11,28,55,15,68,17,29,48,12,11,34,29,32,19,49,18,60,32,42,51,65,30,60,55,52,25,11,32,60,58,15,16,44,12,24,43,55,19,41,33,57,57,46,26,48,40,18,14,29,40,20,53,68,46,10,27,56,19,44,41,28,36,33,64,36,38,36,66,30,52,57,60,57,37,55,51,14,63
"4",26,69,52,42,34,61,20,62,15,29,30,70,52,49,32,48,18,20,29,25,21,19,63,31,29,16,43,29,68,34,58,23,30,50,23,61,44,41,12,21,54,48,38,59,36,19,13,13,58,58,37,56,20,22,26,65,40,29,30,43,41,37,60,43,57,39,14,43,37,39,36,27,20,30,59,30,48,39,50,42,22,52,69,12,70,21,14,42,47,24,17,56,24,55,35,50,59,54,69,36,68,59,60,62,68,21,45,13,50,52,63,51,63,29,60,64,18,41,53,14,16,18,52,25,39,59,67,36,63,47,35,37,62,28,57,21,39,15,22,66,35,47,29,39,33,48,49,24,58,44,15,40,49,11,44,40,22,63,44,55,43,18,64,51,30,28,43,18,56,43,64,67,54,60,66,46,55,17,11,61,26,41,31,28,66,13,36,12,37,16,63,40,28,63,27,54,49,57,53,10,42,53,66,67,31,62,30,69,21,36,52,35,16,24,47,43,24,68,57,12,39,22,20,52,28,33,47,43,12,45,69,29,59,41,11,55,13,39,50,55,17,60,19,68,16,60,68,14,34,61,40,20,65,36,43,24,37,45,67,19,49,38,43,26,14,38,56,55,30,60,64,44,16,47,16,53,39,16,50,55,18,22,11,31,13,41,12,35,47,37,57,35,48,34,27,70,38,66,40,64,15,17,51,15,18,64,44,40,61,14,68,11,55,16,64,39,48,47,15,19,12,26,59,32,50,49,60,59,26,41,56,46,66,31,20,38,52,12,17,20,65,60,14,35,31,23,44,32,28,15,52,57,61,64,68,49,59,61,33,20,55,34,26,47,61,63,45,23,39,29,65,21,61,41,45,37,29,55,46,57,35,53,44,19,13,15,43,36,42,56,18,54,69,59,15,37,59,57,48,45,66,51,40,56,18,24,58,19,55,37,59,43,42,44,30,20,64,51,59,69,21,58,17,18,43,23,54,33,45,43,35,47,39,65,24,66,12,30,49,39,53,65,55,46,39,37,31,20,57,17,42,20,28,51,37,27,16,59,47,55,65,48,66,65,30,30,20,68,22,27,60,28,57,21,45,59,45,42,64,42,33,26,21,61,33,67,50,51,59,27,69,20,61,40,12,19,64,53,49,12
"5",35,43,21,67,30,44,12,66,60,58,53,36,38,37,40,24,54,50,61,26,41,41,12,31,61,46,67,64,43,63,12,41,66,28,44,52,25,21,68,29,55,22,56,35,60,63,26,56,25,40,44,57,67,61,18,11,10,36,16,13,29,11,46,42,21,58,51,21,15,32,46,37,58,57,58,42,48,27,28,68,10,69,37,15,67,20,25,46,21,11,12,68,17,67,22,41,44,27,34,35,52,49,61,54,29,22,42,55,66,64,69,24,61,29,18,39,53,41,27,28,47,33,30,43,44,16,42,22,15,56,44,68,31,33,50,64,31,67,13,26,55,36,44,24,16,18,15,60,45,15,16,35,56,21,53,12,30,13,59,69,55,24,67,63,12,12,37,16,25,27,34,31,15,63,18,44,13,25,59,57,66,27,29,20,36,29,66,21,50,51,17,61,33,32,39,56,35,53,24,61,26,25,10,61,44,54,35,60,19,59,47,57,27,69,55,65,52,37,33,36,14,36,61,61,11,42,59,26,29,41,54,58,56,32,65,36,27,60,49,65,35,38,32,18,14,18,35,58,62,65,12,55,22,55,29,15,64,61,25,18,67,51,23,60,66,44,38,64,49,55,60,65,18,48,65,46,41,49,64,37,68,39,45,13,56,33,20,48,39,45,51,21,11,30,28,49,31,64,40,51,43,28,62,21,42,30,14,68,12,48,41,38,46,64,47,17,33,53,52,69,68,19,57,56,63,60,32,68,69,35,34,22,25,65,61,53,53,23,27,54,18,31,43,64,24,52,31,40,51,49,70,44,30,23,25,63,30,48,29,50,20,50,20,36,67,15,36,68,22,32,27,15,42,57,63,21,13,36,46,25,19,19,24,16,45,15,29,66,69,36,64,56,21,67,36,59,42,11,21,44,52,48,61,20,13,49,18,57,24,30,62,58,50,41,16,53,28,52,35,58,38,54,14,44,29,49,66,59,15,45,25,47,61,28,52,27,23,65,51,15,58,45,35,40,48,61,56,21,39,19,26,62,57,44,65,68,62,60,17,13,18,20,37,54,63,16,27,62,27,36,18,34,66,18,34,68,46,67,24,57,39,48,10,46,38,68,29,23,30,43,64,30,24,27,19,57,48,26,66,14
"6",35,31,67,58,48,58,29,65,65,68,29,18,28,45,26,26,50,34,34,68,52,49,29,17,58,12,12,51,16,28,49,19,41,16,45,19,64,55,20,65,36,15,13,37,48,37,18,42,19,34,48,57,26,34,33,23,65,61,68,21,23,25,33,54,16,34,69,64,25,57,22,66,46,33,41,18,63,68,63,61,32,47,25,26,25,39,47,21,62,17,22,42,34,32,52,50,43,29,19,34,26,53,47,28,53,39,59,39,25,50,25,31,58,19,13,53,19,41,32,17,15,28,38,55,49,36,36,20,28,17,55,15,67,23,69,20,21,56,60,55,26,40,45,37,55,61,46,46,37,68,23,44,31,53,53,33,25,19,44,39,44,15,37,60,37,54,62,37,53,20,15,30,64,23,65,39,52,29,56,49,51,35,17,34,67,35,65,56,66,38,15,24,30,65,39,49,27,70,54,45,33,34,13,28,44,46,56,23,51,66,18,48,33,46,19,41,49,57,48,48,28,12,29,64,50,19,27,67,45,32,18,56,39,41,51,47,60,27,13,28,67,31,42,65,59,55,38,64,38,29,17,55,30,24,58,41,54,48,54,58,60,48,33,46,63,24,19,30,19,37,55,67,17,30,54,55,31,22,65,22,65,23,68,14,62,61,13,48,29,40,42,47,18,47,56,65,32,53,59,54,28,23,43,34,14,64,26,56,42,68,12,53,68,41,29,32,26,45,25,32,11,58,11,68,68,20,48,12,61,25,18,29,54,40,59,55,13,30,21,41,66,12,38,22,42,42,34,53,50,63,20,41,15,37,47,40,64,51,39,21,51,64,28,21,52,65,28,10,41,16,46,31,31,62,13,66,38,11,57,50,15,31,29,47,43,25,12,12,69,10,28,37,13,45,63,59,49,28,14,45,23,34,41,48,16,10,30,26,24,54,33,13,43,56,30,66,45,21,59,40,28,40,60,48,61,60,41,48,66,43,26,50,53,33,55,28,13,21,46,29,30,53,62,60,23,23,44,53,60,23,22,16,18,37,58,61,46,35,46,43,15,24,26,35,68,34,61,61,21,65,55,20,53,29,54,30,69,68,38,41,50,24,63,34,38,58,34,11,32,43,52,25,48,23,38,61,51,31,29,65
"7",56,12,66,52,66,18,26,34,69,14,27,38,63,34,59,25,32,37,66,32,48,61,56,23,64,37,18,30,45,24,24,30,45,20,69,27,41,50,68,44,32,54,24,18,36,26,43,35,18,32,42,32,40,22,45,49,21,27,44,47,65,24,34,65,45,40,37,35,27,64,52,39,53,24,42,53,39,29,26,68,65,66,26,59,62,68,40,28,12,51,44,61,17,55,67,14,68,26,19,47,69,22,47,61,21,63,42,60,30,25,49,69,48,13,47,55,60,66,50,65,61,32,24,31,24,19,14,53,12,14,53,27,47,45,57,14,11,65,17,18,40,13,48,66,19,56,56,42,15,12,20,27,23,32,25,38,46,44,49,56,49,57,24,21,62,25,64,39,58,64,69,29,53,63,16,31,14,58,58,34,65,44,57,61,54,53,40,28,12,27,39,70,70,47,15,55,30,35,31,66,66,20,10,27,29,30,33,15,42,36,10,23,63,57,36,37,53,48,69,19,18,37,27,15,35,55,30,54,64,51,15,47,53,38,40,64,46,38,48,54,46,52,68,10,14,50,14,50,39,56,26,48,36,25,17,29,53,18,46,64,51,22,11,20,35,48,27,46,54,32,56,47,49,16,48,41,61,59,46,33,47,41,36,50,51,55,27,40,49,40,18,33,43,54,35,31,15,36,28,34,43,65,31,27,49,20,24,68,23,38,68,60,69,55,39,62,51,27,24,15,53,28,42,15,12,50,34,29,63,13,65,11,30,17,10,53,34,39,44,63,51,56,27,34,60,22,58,29,40,30,18,25,63,18,39,44,59,63,20,36,15,65,24,20,65,60,54,35,39,22,30,34,33,55,37,56,11,21,50,49,18,40,31,54,11,62,25,53,37,57,36,39,52,56,44,24,24,16,35,47,54,50,34,25,65,61,30,49,50,46,10,49,50,18,46,54,48,33,47,58,53,59,32,64,30,26,24,13,33,22,20,70,23,27,27,38,69,64,60,54,59,20,46,16,39,11,58,34,28,30,45,43,54,53,58,32,31,36,52,37,49,33,35,27,41,69,19,66,32,63,52,49,23,22,65,20,14,15,24,68,56,39,42,51,65,63,33,65,26,57,50,67,35,57,20,15,31,19,11,48
"8",13,41,57,57,14,53,32,59,34,30,51,29,46,33,26,28,28,24,21,35,52,17,50,40,22,34,22,54,25,54,40,15,23,20,46,34,48,30,60,50,30,40,22,52,68,11,54,51,47,32,16,47,60,41,35,15,14,64,61,18,15,29,35,31,60,68,40,63,21,53,18,68,18,29,12,30,25,19,21,43,39,37,31,20,63,34,47,31,13,54,27,10,61,53,59,67,23,24,57,41,36,37,20,58,20,65,38,28,33,18,68,46,48,57,34,51,46,66,44,55,66,10,69,24,21,14,45,44,61,25,14,36,42,62,37,31,65,29,41,33,63,27,67,55,62,53,20,25,36,50,47,55,59,27,47,35,45,28,60,43,43,22,50,12,18,43,46,23,21,32,23,63,49,49,13,15,48,38,55,18,51,43,60,32,56,47,55,67,18,43,34,27,67,57,22,57,25,70,69,33,24,43,58,55,28,45,11,42,29,59,68,14,14,56,12,20,11,55,12,16,60,32,51,17,16,53,13,50,18,15,30,65,51,25,15,15,63,24,36,19,44,11,14,39,43,58,52,30,48,11,51,21,29,46,66,18,12,60,57,62,61,23,38,12,16,28,35,27,23,27,20,53,38,26,30,11,68,53,17,59,16,49,65,49,48,63,19,39,29,54,65,42,55,46,19,24,57,35,20,35,52,62,38,11,34,62,62,36,64,67,44,31,24,62,54,21,52,61,17,39,60,45,56,52,11,50,36,19,11,61,44,11,14,69,56,46,25,26,22,14,66,52,67,69,19,48,67,21,38,54,22,47,60,56,69,18,23,41,42,67,42,26,60,34,22,38,18,31,66,10,13,70,68,15,37,62,44,45,28,65,58,62,11,38,29,66,26,58,46,43,58,28,12,47,47,22,49,55,35,70,12,66,13,60,35,65,35,37,53,34,30,58,54,70,47,14,25,69,61,60,39,14,16,12,13,57,30,43,38,14,32,39,58,17,67,69,64,62,65,25,67,27,23,24,37,38,65,31,43,22,30,65,31,58,21,49,53,65,43,15,50,29,22,56,20,58,30,65,55,41,31,33,38,15,35,37,51,56,57,64,24,52,66,61,64,23,43,31,23,14,52,40,50,30,47,43,26,57,16,51
"9",54,36,44,39,45,37,16,51,19,39,59,51,38,10,44,17,30,69,41,20,28,39,61,42,46,38,41,54,49,31,34,40,53,70,35,16,38,55,68,59,34,13,47,22,40,19,64,52,43,50,16,67,19,22,27,26,13,37,49,18,65,31,46,64,69,34,13,38,43,15,32,67,18,46,15,68,42,35,36,22,32,65,15,41,35,27,44,30,70,38,47,30,44,44,34,51,55,28,27,47,18,69,55,39,29,50,48,10,53,66,19,66,43,65,14,27,58,65,37,28,44,14,12,34,47,36,12,43,24,49,67,42,24,15,61,41,66,37,52,61,14,51,22,50,48,45,42,35,57,40,29,10,68,15,21,10,36,12,12,70,17,68,27,21,21,56,59,27,60,60,60,58,60,51,36,58,59,22,63,62,30,50,24,30,42,32,23,46,59,35,38,17,31,69,16,31,35,18,60,49,65,60,24,25,58,42,39,17,40,10,37,55,10,12,38,39,18,39,15,10,58,66,55,23,30,27,49,59,38,13,52,29,18,40,63,35,59,45,50,33,64,34,55,33,21,69,13,18,24,26,49,60,37,45,69,20,30,68,23,67,49,35,47,40,69,59,17,37,44,62,48,39,20,11,12,20,39,20,60,66,66,45,12,33,35,24,25,35,62,30,45,20,15,22,60,64,14,61,41,19,61,49,42,27,19,49,26,33,52,49,50,53,68,29,37,16,37,30,60,31,58,56,49,12,66,43,28,25,49,28,36,70,61,63,58,12,17,18,68,45,58,69,21,69,18,47,51,33,12,54,54,42,45,47,45,38,39,55,23,50,55,22,59,61,49,55,67,66,62,56,20,69,16,45,38,39,45,55,39,21,11,47,29,55,34,47,15,67,32,52,24,51,20,25,19,64,31,63,49,54,37,21,64,42,56,55,44,47,30,62,25,22,41,39,34,65,55,12,59,52,47,49,69,36,68,68,68,20,68,63,41,25,21,50,17,57,26,63,57,35,24,67,65,54,18,65,39,54,13,29,60,32,46,21,45,58,39,27,20,15,12,45,19,64,59,47,47,42,67,64,19,55,26,68,22,31,56,54,43,28,29,43,31,17,35,52,34,44,69,68,45,49,37,66,53,14,41,42,56,49
"10",57,62,34,30,62,69,10,54,67,46,69,64,14,52,65,45,66,58,65,20,45,70,28,50,44,35,31,68,29,64,19,29,35,59,37,37,41,18,64,30,27,60,55,59,26,27,35,60,68,18,56,53,21,56,44,10,67,31,18,41,33,15,31,69,39,57,56,23,17,42,26,36,57,36,24,32,46,63,25,58,32,13,67,35,24,50,68,29,53,63,44,56,63,36,65,45,42,20,59,27,39,53,20,40,35,49,57,51,25,33,30,46,66,32,56,17,59,13,34,51,18,24,67,58,35,27,32,60,69,48,20,16,11,26,49,14,51,61,51,67,65,39,13,24,18,29,43,33,69,44,28,42,55,54,44,23,33,31,10,58,57,56,28,34,26,47,41,67,43,38,58,40,16,16,38,17,67,66,12,66,61,68,21,51,43,60,17,68,42,51,27,52,38,31,16,55,46,33,39,35,12,22,39,56,33,18,50,70,53,44,50,28,49,29,58,62,25,10,44,54,61,51,55,67,36,63,53,39,48,62,44,51,57,19,26,47,56,60,69,17,53,40,68,11,56,58,22,14,42,46,21,21,42,43,43,57,59,67,11,59,17,45,57,11,56,54,28,35,51,68,14,27,59,48,50,14,62,44,12,13,38,30,21,63,12,22,33,54,63,45,54,57,58,23,42,52,51,41,17,61,23,48,27,19,42,48,64,58,39,20,24,10,10,38,24,34,29,48,16,14,43,55,60,63,62,50,33,62,18,59,34,42,46,49,47,66,41,17,62,65,64,40,50,62,28,44,25,35,58,61,46,28,19,48,49,34,35,39,30,58,65,61,37,54,10,29,48,15,50,68,24,63,67,28,60,50,59,48,32,42,41,67,68,55,32,34,31,67,13,19,16,42,33,67,68,54,35,17,58,11,23,68,12,61,60,10,11,36,67,47,32,33,28,33,48,65,18,23,69,16,19,25,51,21,16,56,58,18,39,37,47,46,44,49,23,63,33,11,59,55,59,22,38,27,69,22,60,67,53,49,26,58,44,39,54,34,52,58,64,65,23,15,32,67,34,54,55,66,32,40,58,52,66,42,32,48,49,61,43,33,16,13,29,35,23,14,66,70,50,29,35,67,30,30,47,27,25,51,19,58
